cluster_number	contributing_patients_long_interval	num_tcrs_in_clust_long_interval	total_reads_long_interval	contributing_patients_short_interval	num_tcrs_in_clust_short_interval	total_reads_short_interval	is_cancer_assoc
21051	6	8	13	6	7	31	False
40577	13	56	83	34	174	933	True
34264	11	45	306	35	162	359	True
2203	10	13	35	25	58	106	False
16069	12	89	246	37	346	993	True
40595	4	5	22	18	30	149	True
17017	2	2	4	1	1	1	False
13853	1	1	2	5	5	13	False
4431	13	76	251	37	148	552	True
45298	1	1	4	2	2	3	False
34473	6	8	12	8	8	17	False
19868	4	5	27	21	27	3408	True
15623	3	3	19	5	7	11	False
21061	3	5	13	10	14	74	False
33033	6	10	29	18	40	118	False
17873	6	7	11	11	12	16	False
21277	8	16	33	26	52	175	False
21028	10	32	73	34	125	380	False
21261	7	14	17	17	27	42	True
42683	3	3	6	13	17	49	False
8412	1	1	2	1	1	2	False
28005	1	1	1	1	1	1	False
6162	10	16	25	29	64	171	False
37256	1	1	3	5	5	128	False
6156	10	35	110	33	134	379	True
47904	10	30	63	32	94	353	True
5881	1	1	4	2	2	3	False
19624	8	20	36	23	66	217	False
5813	13	48	106	36	214	793	True
5833	4	5	8	13	18	25	False
23149	1	1	5	2	2	3	False
5810	4	7	51	22	33	108	False
19773	1	2	2	1	1	1	False
28646	5	5	25	10	18	138	False
28979	1	1	2	1	1	1	False
7583	2	2	4	10	14	59	False
31295	7	25	67	27	77	222	False
12960	7	14	28	30	88	289	False
13569	12	37	71	37	141	548	True
47439	7	8	16	25	38	453	False
36436	2	2	6	1	1	1	False
38686	10	26	113	34	101	301	False
17082	4	5	9	6	8	150	False
14920	6	19	30	26	62	312	False
34615	4	8	10	17	30	225	True
49796	1	1	2	1	1	1	False
33369	4	7	12	17	28	157	False
18550	10	28	61	33	133	1004	False
40414	11	24	52	31	102	278	False
49422	3	9	25	17	35	79	False
21566	3	7	25	13	18	43	False
34917	5	8	11	17	26	48	True
52259	4	10	22	20	34	106	False
52230	4	6	16	19	35	94	False
368	7	11	28	23	51	272	False
11677	5	8	14	23	49	150	False
4787	1	1	2	1	1	2	False
19100	1	1	3	2	2	2	False
5028	13	52	106	34	182	606	False
34611	11	22	48	33	87	207	False
17430	11	40	88	33	119	653	False
47117	9	24	37	30	103	193	False
24480	2	3	5	10	17	40	False
14109	1	1	1	2	2	3	False
13972	7	12	30	25	52	94	False
32475	4	6	12	12	17	31	False
32447	1	2	9	11	14	35	False
29322	2	2	3	2	2	45	False
32449	6	8	14	19	42	116	False
50031	4	5	86	24	44	236	False
22526	3	4	34	10	10	13	False
7806	9	20	43	28	50	186	True
27469	8	18	132	27	94	711	False
27327	6	10	23	18	37	114	False
1561	4	8	19	30	62	156	True
27478	3	3	15	15	25	43	False
8893	1	1	1	1	1	1	False
27458	9	18	30	29	98	827	True
43542	9	17	83	25	64	176	False
7827	9	16	47	28	63	301	False
42504	10	13	80	23	48	118	False
7797	11	39	1499	35	175	988	True
29090	6	7	12	11	16	98	False
1645	3	7	23	17	28	232	False
1521	12	64	150	38	274	1232	False
3352	9	16	36	27	79	276	False
23499	7	12	204	22	54	263	False
39461	6	13	35	25	71	323	False
26906	10	28	73	35	123	440	True
7949	5	14	45	25	67	194	False
18773	6	16	46	26	62	271	False
37815	8	19	74	26	76	537	False
3345	5	7	11	3	3	6	False
3699	3	5	8	12	21	41	False
51027	8	17	62	27	70	225	False
26916	1	1	4	3	3	5	False
17670	2	2	3	1	1	29	False
26931	6	19	51	31	66	224	False
35675	7	13	105	21	47	194	False
25984	9	13	50	26	69	423	False
26943	5	6	17	18	32	89	False
35719	8	15	28	28	67	308	False
39666	8	17	399	28	55	181	False
17641	6	8	10	12	14	181	False
50867	11	21	34	29	81	317	True
22329	8	13	18	24	56	218	False
22368	3	4	8	13	21	126	False
50916	2	2	3	6	7	13	False
7957	11	33	134	34	148	449	True
18266	4	5	6	15	27	103	False
18243	4	7	17	21	43	485	False
26950	1	1	2	3	3	9	False
31776	3	9	18	15	20	69	False
31596	1	1	6	1	1	1	False
1350	3	4	9	3	4	5	False
823	1	1	1	2	2	2	False
1337	9	14	21	21	33	80	True
20923	5	9	22	23	49	171	False
36248	1	1	1	1	1	1	False
15315	7	12	58	22	42	124	False
7119	8	13	25	24	48	1621	False
38521	10	21	46	27	86	204	True
34908	7	19	48	25	75	185	False
1327	5	5	15	11	14	45	False
30748	10	18	40	29	69	281	False
6485	2	2	3	2	2	2	False
47700	3	8	14	15	18	116	False
28532	1	1	2	1	1	1	False
9215	11	39	83	34	127	906	False
17034	10	35	162	33	149	459	False
1342	5	10	34	17	27	44	False
20933	2	4	8	9	11	165	False
28383	2	2	3	15	16	25	False
44061	13	59	137	37	219	1179	True
30981	7	18	32	33	86	520	False
6621	8	16	66	25	64	233	False
34441	13	40	135	35	113	306	True
32725	1	1	5	1	1	1	False
32629	6	6	72	13	17	193	False
17856	5	6	8	3	4	6	False
30394	1	1	4	1	1	3	False
166	1	1	12	3	3	8	False
31575	1	1	2	1	1	1	False
21248	5	8	11	17	26	54	False
29453	12	30	104	33	79	769	True
42985	5	7	10	14	35	143	False
48794	1	1	2	1	1	7	False
33590	6	6	98	14	17	127	False
44231	7	16	30	20	31	51	False
25217	11	33	461	33	139	1101	False
24229	10	18	37	27	78	233	False
1803	12	39	82	35	164	1473	True
15600	7	14	92	25	36	89	True
24219	2	2	9	10	11	30	False
26656	1	1	1	1	1	1	False
4440	6	7	11	25	53	134	False
33871	2	2	5	11	15	144	False
46344	1	2	4	8	12	26	False
45433	5	9	21	11	24	67	False
20384	2	3	5	13	19	164	False
51486	2	2	22	11	13	59	False
45383	3	5	6	15	29	152	False
24869	5	6	9	7	11	15	False
35308	5	8	97	16	22	71	False
45834	6	14	27	23	72	443	False
46367	1	1	2	4	5	5	False
45513	2	2	8	2	2	11	False
32295	4	6	18	16	32	65	False
33409	1	1	2	1	1	2	False
47584	1	1	2	1	1	1	False
742	10	35	109	30	121	717	False
9518	4	5	12	10	11	81	False
42808	1	1	2	1	1	1	False
38743	1	1	2	1	1	3	False
46922	5	7	15	17	19	140	False
25466	11	24	69	29	69	235	False
40831	12	40	131	35	123	224	False
3035	3	3	3	2	2	2	False
16655	2	3	32	18	25	78	False
46906	13	130	374	39	407	3215	True
694	1	1	3	1	1	2	False
15337	7	9	86	23	34	99	False
28116	9	17	62	21	33	99	False
2197	10	34	58	25	63	126	False
21264	9	25	37	32	95	406	True
17903	3	3	13	3	3	4	False
50218	1	1	2	1	1	163	False
49165	5	10	14	20	35	82	False
30520	9	11	28	19	42	321	False
22519	7	14	57	16	35	68	False
10448	3	6	8	6	7	25	False
48278	1	1	1	1	1	1	False
11224	10	22	38	30	72	191	True
30971	12	62	138	38	224	1056	False
48702	1	1	2	1	1	4	False
43866	4	5	8	7	8	14	False
11236	8	15	20	26	40	104	True
10679	1	1	1	1	1	1	False
27915	13	85	184	37	224	1746	False
49149	4	5	7	14	21	74	False
28741	1	1	6	1	1	1	False
19642	6	7	16	19	32	147	False
6176	10	24	70	27	62	139	False
19632	11	26	39	31	100	364	False
19634	8	18	28	27	72	211	False
40453	4	4	12	12	16	80	False
44633	6	7	32	18	32	102	True
6182	9	14	29	21	42	119	True
6001	9	18	35	31	89	326	False
7563	6	15	22	24	63	131	False
6188	6	19	36	22	44	378	False
2323	10	29	72	29	103	367	True
42928	10	31	82	34	172	2266	True
25667	7	9	15	15	26	65	False
36937	3	3	4	5	5	12	False
15335	6	6	9	16	31	73	False
38527	3	4	6	13	20	54	False
16429	5	14	28	22	43	210	False
15152	7	20	39	27	66	200	False
31302	4	8	16	22	34	88	False
11476	3	5	22	10	14	36	False
37254	2	3	67	10	16	319	False
6808	1	2	4	5	5	36	False
18626	1	1	1	1	1	1	False
49412	8	15	20	28	54	122	False
18565	7	8	17	20	31	61	False
40439	2	2	5	5	5	7	False
6761	12	64	133	38	267	2342	True
11954	5	6	16	23	44	178	False
41034	1	1	2	1	1	1	False
31299	5	8	24	26	55	282	False
8261	1	1	1	2	2	5	False
18958	3	3	4	10	10	23	False
34647	3	4	22	14	17	33	False
13987	5	11	30	28	69	728	False
14002	10	19	59	28	88	141	False
17452	3	3	4	14	24	127	False
14938	1	1	1	6	6	7	False
17526	1	1	1	1	1	1	False
24466	11	16	24	28	83	212	False
33847	5	11	19	25	68	442	True
1632	3	3	9	10	14	806	False
42509	3	4	11	13	16	44	False
34263	6	8	179	24	57	158	False
1525	13	32	134	33	125	716	True
34446	9	30	106	32	99	416	True
40195	8	11	32	20	34	377	False
42502	3	3	7	8	13	118	False
1562	3	4	8	15	19	112	False
8773	4	6	15	15	24	175	False
8800	4	4	9	3	3	155	True
27502	6	10	47	25	56	168	False
40175	3	3	6	17	33	114	False
27485	8	16	44	29	71	289	False
7976	5	7	21	17	27	117	False
23790	6	17	32	28	77	330	False
51742	5	6	33	19	29	121	False
7956	7	7	32	7	11	91	False
26763	4	5	10	19	32	61	False
7989	4	4	8	16	18	105	False
23939	1	1	1	1	1	2	False
35687	3	6	10	10	16	75	False
51028	9	15	68	30	76	330	False
39657	9	26	50	26	85	380	False
50641	8	23	59	29	74	249	False
35734	5	6	16	16	21	107	False
25974	4	8	13	20	41	204	False
39664	4	7	25	12	19	43	False
22350	2	2	5	18	23	69	False
20724	4	8	25	20	40	134	True
22342	7	12	17	26	60	323	True
39670	4	6	14	16	19	135	False
22325	9	19	55	32	99	285	False
35685	9	17	34	32	85	541	True
22314	7	20	50	23	62	452	False
3661	1	1	4	5	5	13	False
25986	2	3	4	22	37	174	False
34103	11	30	82	36	163	525	True
41564	9	11	23	16	26	67	True
16470	2	2	4	9	10	21	False
7087	7	17	28	27	71	182	False
36190	9	28	43	30	123	472	True
36210	3	3	10	5	6	17	False
2227	5	6	12	11	14	40	False
6712	1	1	2	2	2	2	False
1293	3	4	10	18	23	119	False
7118	6	6	23	6	6	9	False
36694	9	17	33	31	86	709	False
20902	4	5	5	5	8	11	False
51216	7	17	72	28	85	197	False
3907	3	3	3	7	9	41	False
227	1	1	2	2	2	8	False
30437	1	1	2	1	1	1	False
36718	4	6	8	18	32	69	False
14581	1	1	3	1	1	1	False
6658	5	7	15	12	14	86	False
28350	2	3	7	8	10	48	False
30739	5	7	20	22	44	92	False
30801	3	3	4	11	14	18	False
30840	1	1	2	4	4	30	False
39333	5	13	36	25	42	136	False
13577	4	4	17	16	24	61	False
30987	8	12	23	19	31	176	False
30903	1	1	2	1	1	1	False
27913	9	21	31	32	110	390	False
4462	5	7	14	20	38	162	False
44009	1	1	2	1	1	1	False
39985	6	7	20	18	31	96	False
31711	2	2	4	7	7	17	False
33531	1	1	2	1	1	3	False
25225	5	7	10	19	44	238	False
1814	11	59	114	35	226	907	False
24240	9	12	62	22	64	267	False
25252	8	20	81	19	43	158	False
44770	1	1	20	2	2	5	False
1817	10	24	65	29	97	351	False
24306	4	5	19	7	8	12	False
24284	1	1	2	4	5	16	False
24231	8	14	24	28	63	146	False
26639	4	6	9	11	13	29	True
9771	1	1	2	3	3	5	False
27045	10	23	163	30	91	465	False
27757	1	1	1	1	1	1	False
29463	5	9	11	19	40	604	False
45868	4	6	27	6	6	12	False
45555	1	1	2	1	1	10	False
35342	2	3	7	13	18	31	False
51478	3	5	22	18	27	72	False
20427	1	1	2	4	6	11	False
51472	3	5	19	11	13	47	False
35320	6	15	37	19	42	191	False
51576	1	2	3	1	1	1	False
45447	2	2	3	2	2	3	False
35302	2	3	7	14	20	115	False
45869	3	3	7	10	10	17	False
51441	4	10	54	12	17	44	False
46324	3	3	6	8	9	17	False
46322	10	26	93	28	124	548	False
35488	1	1	9	1	1	1	False
20380	2	3	7	11	18	54	True
45813	9	39	145	33	159	664	False
45435	5	5	9	9	15	47	False
11698	3	3	13	4	4	23	False
41007	3	3	10	6	7	39	False
760	8	12	18	21	29	121	False
31760	7	8	14	14	19	36	False
34428	12	47	128	32	132	283	True
24608	8	12	24	18	24	553	False
27918	8	15	27	27	60	567	False
11688	11	34	85	30	109	263	False
26147	8	16	26	27	56	201	False
15307	11	31	55	31	93	178	True
11711	11	24	80	31	86	395	False
26156	6	8	11	13	15	45	False
25457	8	11	21	24	45	105	False
42040	5	7	13	15	19	61	False
32611	13	58	94	34	150	364	True
51849	7	17	31	27	76	227	False
47875	2	2	12	1	1	2	False
9541	8	10	13	20	30	49	True
11712	6	9	26	16	24	60	False
10513	1	1	1	1	1	2	False
39991	5	6	11	14	16	41	False
5636	6	8	13	21	41	75	True
31478	3	4	6	5	5	8	False
30410	1	1	1	1	1	1	False
28113	11	29	85	33	118	242	True
32787	9	16	21	32	85	283	False
39972	12	53	133	36	196	506	True
42661	8	25	52	32	80	235	False
42680	4	5	17	19	24	41	False
38323	4	5	6	9	12	24	False
19980	1	1	1	1	1	3	False
23053	2	2	2	1	1	2	False
45350	1	1	1	1	1	1	False
9226	5	5	6	16	27	40	False
15758	1	1	2	4	4	4	False
2205	6	7	10	8	9	21	False
4448	3	4	8	8	9	24	False
28086	1	1	5	1	1	1	False
50290	1	1	5	2	2	2	False
37641	7	15	18	22	41	76	False
17248	4	9	19	14	22	30	False
34462	7	12	31	27	52	138	True
45791	1	1	2	1	1	1	False
27684	3	4	9	12	17	29	False
27941	5	5	11	10	11	18	False
40589	12	70	138	37	252	701	True
11282	2	2	6	11	13	22	True
17836	7	14	24	19	53	111	False
9208	12	83	230	38	292	846	True
28605	9	19	37	27	87	274	False
972	7	10	17	13	18	26	False
7557	11	34	161	33	114	644	False
28578	7	28	101	35	87	401	False
28597	6	14	24	25	59	376	True
47907	9	12	34	21	37	78	True
37446	2	3	5	4	5	25	False
37416	4	6	11	15	21	42	False
48106	1	1	9	1	1	2	False
28820	5	6	11	15	18	69	False
47901	11	25	45	32	110	368	True
47965	2	2	7	11	13	42	False
47931	2	2	5	13	24	214	False
28567	13	74	244	37	309	1583	True
32131	2	4	6	12	17	56	False
33353	4	5	10	10	11	25	False
49094	1	1	4	1	1	2	False
34107	7	11	39	21	45	179	True
41891	1	1	1	2	3	3	False
882	1	1	2	1	1	2	False
47419	9	17	31	27	70	779	False
16422	13	77	309	37	327	1353	False
38685	8	20	78	28	83	428	False
38704	7	9	13	21	44	77	False
34633	8	11	20	27	45	155	True
16419	11	34	141	32	127	885	True
34269	6	7	15	13	18	58	False
23690	1	1	1	3	3	4	False
22162	5	5	5	8	11	67	False
13140	2	2	3	7	8	16	False
52234	4	9	21	20	25	49	False
33430	4	6	14	12	15	56	False
34642	3	4	9	7	8	11	False
22144	1	3	3	22	44	120	False
44637	1	1	2	3	3	5	False
48582	1	1	2	1	1	25	False
4864	5	7	25	25	45	151	False
52250	3	5	10	18	33	71	True
32640	4	5	8	11	17	152	False
6766	3	5	12	12	23	86	False
46593	5	8	15	21	43	161	False
42023	6	9	10	19	49	308	False
40412	11	32	96	34	140	747	False
40463	1	1	2	2	2	8	False
52266	3	3	3	7	8	26	False
15171	5	6	7	14	19	28	False
26397	1	1	3	1	1	1	False
47522	1	1	5	1	1	1	False
32196	1	1	1	1	1	1	False
22652	10	23	123	25	84	822	False
32121	6	9	25	22	37	99	False
21557	10	39	74	34	147	556	False
14009	5	5	63	14	18	219	False
24459	12	63	677	37	265	1353	False
17482	2	3	4	6	6	19	False
46852	1	1	8	1	1	1	False
30048	9	28	60	30	113	256	False
46751	13	59	270	36	232	556	False
46756	3	4	12	14	21	67	False
17505	1	1	3	5	5	9	False
46763	5	9	11	22	52	95	True
27287	9	12	36	26	73	190	False
27464	5	6	26	16	30	264	False
50039	4	4	42	10	15	51	False
7800	10	20	61	32	88	249	False
50054	4	12	44	17	36	556	True
1560	8	12	70	21	37	98	False
1530	13	46	178	36	235	2050	True
7836	3	4	120	13	19	58	True
40184	11	33	64	31	115	502	False
40185	7	9	13	19	30	70	False
27300	9	19	31	27	72	177	False
42513	8	13	33	24	60	209	False
1618	5	9	25	21	37	124	False
40243	2	2	3	8	10	24	False
24853	5	7	27	16	21	59	False
27474	4	7	35	19	41	150	False
43582	1	1	2	3	4	56	False
7811	6	10	15	22	39	91	False
32515	1	1	2	6	7	21	True
8686	6	13	23	22	58	321	False
1580	8	12	24	26	51	176	False
50082	3	4	10	6	6	13	False
1533	9	19	37	26	77	712	False
7821	9	22	51	30	81	293	False
1541	9	19	61	29	63	237	False
33865	7	12	42	19	42	268	False
51741	8	11	21	23	54	197	False
37978	1	1	4	4	4	16	False
18827	1	1	2	5	6	13	False
8003	6	6	15	17	22	52	False
7961	9	12	25	17	27	102	False
12180	1	1	1	1	1	3	False
35660	11	32	145	33	159	674	False
35711	2	2	10	15	17	31	False
35686	6	15	70	19	45	153	False
31147	12	36	160	36	168	1256	False
22328	11	28	89	34	148	962	True
39690	5	6	15	21	40	314	True
17642	2	3	3	3	3	4	False
35652	7	17	71	30	83	297	True
39665	5	6	17	21	34	110	False
26740	6	8	9	17	24	99	False
35788	1	1	1	1	1	1	False
22353	7	8	29	18	31	62	False
19527	1	1	2	3	3	3	False
22326	5	5	7	16	22	255	False
22340	3	4	9	18	30	94	False
35693	8	19	46	25	53	176	False
19541	1	1	2	1	1	2	False
26957	1	1	2	4	4	4	False
46523	1	1	1	1	1	2	False
35707	4	8	20	16	26	70	False
35879	1	1	1	1	1	1	False
38065	1	1	1	1	1	2	False
31143	6	8	13	23	38	206	False
26922	9	14	31	17	31	83	False
43156	2	2	2	8	11	38	False
37918	10	23	57	27	76	221	False
51750	4	6	11	13	15	89	False
38021	1	1	2	1	1	1	False
1967	5	6	12	20	25	71	False
30274	8	11	19	23	46	226	False
6677	2	2	3	2	2	2	False
40871	1	1	2	3	3	10	False
33596	6	9	18	22	48	187	True
3928	1	3	5	12	17	372	False
17049	6	11	21	10	11	34	False
20941	2	2	4	7	8	15	False
36695	7	10	23	18	32	129	False
41359	2	2	5	5	6	14	False
29776	5	10	19	29	64	240	False
28105	10	30	53	31	112	557	False
20896	12	35	79	32	161	507	True
50452	4	6	10	6	10	77	False
6624	3	8	28	3	3	7	False
48629	1	1	1	4	4	4	False
28334	7	14	65	27	66	295	False
28384	3	4	9	4	4	8	False
15736	3	3	4	10	12	21	False
28352	5	6	12	21	36	131	False
22832	1	1	1	1	1	1	False
50508	1	1	1	1	1	5	False
748	11	36	103	34	154	933	True
1311	11	23	55	28	84	312	False
494	9	15	22	24	78	443	False
30767	4	6	7	17	29	78	False
17046	3	4	5	5	6	10	False
13289	7	15	19	30	81	140	False
9324	1	1	1	1	1	1	False
37628	7	10	15	18	27	40	False
39976	6	7	13	18	23	47	False
40857	2	2	3	6	6	16	False
50638	1	1	2	1	1	5	False
38334	8	13	27	22	31	156	False
13707	1	1	2	1	1	2	False
24239	2	3	4	11	14	62	False
1809	10	13	36	28	65	490	True
44194	7	12	29	23	44	212	False
1815	10	29	58	34	124	337	False
25243	9	15	65	21	52	163	False
25228	7	11	37	24	55	259	False
31476	2	3	8	5	7	39	False
26612	6	9	22	12	17	83	False
39102	2	3	6	3	3	3	False
9736	2	3	6	6	10	26	False
27047	7	11	15	29	62	114	True
9829	1	1	1	1	1	1	False
14365	5	8	15	16	23	217	False
39080	8	18	33	27	51	374	False
14363	4	4	5	12	24	76	False
39144	1	1	2	6	10	12	False
49233	3	5	7	4	5	34	False
30276	7	15	97	27	64	390	False
38505	1	1	4	2	2	2	False
20442	3	5	8	4	6	26	False
20375	5	18	38	21	48	523	True
35381	2	2	12	5	5	7	False
29456	6	7	50	12	14	98	False
25485	4	5	6	17	23	79	False
10453	2	2	3	1	1	2	False
34435	11	39	75	34	124	388	False
11013	2	2	14	7	9	25	False
16668	5	11	23	21	40	115	False
40829	10	13	40	28	58	145	False
10984	4	4	89	10	18	65	True
29769	10	22	51	35	104	345	True
10064	10	52	432	35	210	2193	False
48596	11	36	83	37	142	383	False
16657	9	21	100	30	63	215	True
43846	12	66	173	37	205	834	False
13302	3	3	7	11	16	43	False
48783	8	13	25	21	39	89	False
32151	2	3	5	8	8	21	False
9536	13	31	65	31	94	203	True
38320	7	11	20	23	40	147	False
49037	8	14	29	26	49	87	False
30279	9	28	55	34	119	769	True
11272	1	1	3	1	1	1	False
29766	1	1	5	1	1	1	False
40598	4	8	10	18	28	169	False
32847	1	1	1	8	10	22	False
100	4	7	12	15	28	93	True
39966	11	29	61	27	82	238	True
33689	1	1	1	2	2	2	False
5447	9	18	60	28	58	176	True
36979	2	2	2	10	12	61	False
48214	1	2	2	6	9	12	False
2946	6	11	15	18	44	93	False
21265	3	4	6	8	9	10	False
21288	5	9	19	16	23	55	True
23972	7	10	11	20	30	122	True
20128	5	8	15	17	32	56	True
10905	1	1	1	1	1	1	False
31029	3	3	5	9	10	24	False
49179	1	1	3	5	5	22	False
10950	13	43	181	36	142	983	True
22819	1	1	4	1	1	1	False
15597	8	22	33	29	67	168	False
44967	8	17	83	27	57	295	True
33598	5	8	13	14	15	42	False
49026	5	9	24	15	21	191	False
49028	13	76	219	38	218	1993	True
34110	7	10	35	19	27	103	False
15734	5	13	22	17	24	41	False
21251	10	18	70	33	115	344	False
35060	12	50	93	37	156	305	True
39988	13	51	82	36	170	754	True
20030	2	2	3	2	2	2	False
23986	7	12	40	19	37	2083	False
5639	4	5	10	6	6	11	False
22910	5	11	20	27	93	3226	False
32799	11	24	85	27	80	273	True
5315	1	1	7	5	6	13	False
42933	10	19	26	26	68	248	False
19863	1	1	4	1	1	2	False
29055	1	1	4	2	2	3	False
19631	6	9	16	18	28	59	False
28837	9	19	43	24	46	146	False
28616	6	13	71	18	32	274	False
28599	8	11	33	16	26	62	False
28809	5	7	13	11	17	40	False
28800	4	6	15	20	36	338	False
984	2	2	7	7	9	16	False
19684	1	1	5	1	1	19	False
6244	2	3	9	1	1	1	False
28627	2	3	7	8	9	15	False
28644	6	13	19	23	53	156	False
1182	1	2	4	1	1	1	False
12948	10	21	113	29	92	402	True
7611	4	4	9	8	11	17	False
6013	8	13	23	20	40	161	False
28857	3	3	8	10	15	34	False
5802	4	7	14	11	17	131	False
925	1	2	3	11	17	27	False
28804	5	8	18	13	18	58	False
28819	11	36	74	25	77	169	True
30416	1	1	6	1	1	1	False
41618	1	1	2	6	7	8	False
11478	3	3	5	8	9	11	False
9399	7	18	40	24	50	187	True
11467	6	8	23	22	38	613	False
533	1	1	2	2	2	2	False
32617	7	13	27	23	48	143	True
5043	5	5	10	11	16	144	False
38780	1	1	2	1	1	1	False
47467	5	7	31	8	12	33	False
44638	6	15	21	32	69	764	False
38693	4	9	37	23	36	1547	False
52252	8	18	116	18	41	320	False
52285	1	1	1	1	1	1	False
27183	1	1	1	5	5	10	False
23619	5	10	20	16	26	136	False
8555	3	6	11	11	13	122	False
9870	10	15	173	27	54	155	False
42028	8	9	43	21	37	64	False
9864	8	19	37	29	95	455	False
15131	8	22	76	33	85	327	False
18551	10	21	28	28	113	377	False
18599	2	2	3	7	8	15	False
18751	1	1	4	1	1	1	False
49449	3	4	6	12	13	94	False
23639	6	9	15	28	60	185	True
49425	5	7	17	21	30	65	False
44624	11	20	62	27	70	1289	False
373	8	19	78	26	61	199	False
49409	2	2	6	17	32	64	False
15127	7	8	23	27	65	202	False
7485	2	2	10	1	1	2	False
381	3	4	7	9	12	15	False
14923	6	14	32	17	22	35	False
52245	6	7	14	14	17	50	False
42061	1	1	1	2	2	2	False
9908	1	1	2	6	6	22	False
42053	4	4	13	5	5	5	False
40426	7	9	13	12	20	363	False
46687	1	1	2	1	1	1	False
37633	2	2	4	2	2	2	False
33342	7	9	24	22	41	384	False
13981	6	9	14	21	30	94	False
24465	10	28	89	32	128	314	False
22583	2	3	9	1	1	1	False
13979	10	15	47	29	92	183	True
17431	6	9	16	19	34	103	False
21702	5	6	15	17	24	284	False
47105	13	71	147	37	302	910	True
30059	5	6	7	17	26	109	False
18988	5	6	8	15	30	115	False
14905	10	28	370	34	130	403	False
46759	3	5	19	11	14	76	False
31470	2	3	4	7	7	1730	False
13996	5	8	18	24	49	125	False
47118	4	7	15	22	41	76	False
33393	3	6	12	21	41	229	False
32563	1	1	8	4	4	21	False
22942	1	1	1	6	6	15	False
32296	5	7	14	19	28	250	False
40359	1	1	3	1	1	1	False
13596	5	7	18	13	14	43	False
1625	2	2	4	10	11	41	False
27297	1	1	9	3	4	6	False
29109	2	2	6	1	1	4	False
8706	11	17	24	28	85	269	False
40234	4	5	36	18	27	76	False
29076	9	15	61	26	62	209	False
8749	6	7	14	15	24	45	False
8726	2	2	11	6	10	44	False
27479	9	25	83	33	107	473	True
43574	4	6	12	21	42	199	True
43575	6	6	52	19	29	3071	False
1664	3	3	4	8	10	216	False
40199	4	6	28	19	36	67	False
40244	4	4	28	10	11	102	False
8727	7	10	43	22	46	113	False
50033	8	11	49	27	57	178	False
50109	1	1	1	1	1	1	False
1612	3	4	12	18	27	169	False
7977	3	5	7	22	41	198	False
37837	3	4	7	8	8	31	False
37808	6	7	29	24	62	250	True
39502	1	1	2	6	6	56	False
3672	7	12	29	20	35	347	True
39672	6	8	19	22	58	280	False
26742	5	6	17	14	25	402	False
17609	3	4	8	9	13	73	False
37924	5	7	12	15	22	235	False
20737	1	1	1	12	12	23	False
39652	8	14	43	22	47	133	True
26744	7	15	24	27	70	1010	False
39658	8	19	33	29	108	457	False
49831	7	10	44	19	38	137	False
37936	5	6	11	16	22	43	False
50651	3	7	9	16	20	63	True
39663	7	10	16	21	41	66	False
26758	2	3	16	8	9	26	False
14705	4	8	34	23	43	176	False
3690	3	3	7	12	14	54	False
50660	4	5	17	14	15	152	False
19488	2	2	3	3	3	6	False
22362	1	1	1	3	3	14	False
17681	1	1	2	1	1	7	False
25972	11	26	109	30	115	620	False
14704	2	3	21	13	19	46	False
23773	3	5	9	8	8	420	False
43159	3	4	10	13	17	33	False
36672	1	1	1	1	1	2	False
18815	1	1	1	8	8	19	False
31761	3	4	5	9	14	106	False
33466	1	1	3	3	3	13	False
41445	1	1	1	3	3	6	False
42978	6	6	8	19	27	45	False
22514	9	35	91	29	174	638	True
47461	1	1	1	1	1	1	False
19880	11	34	67	34	156	441	True
7097	8	25	61	28	88	325	True
30782	4	6	15	20	28	64	False
44072	9	18	61	29	57	255	False
21033	10	30	53	31	152	396	True
17048	1	2	5	13	20	42	False
6645	1	1	2	2	2	3	False
40827	4	10	19	20	51	192	True
10970	3	3	39	7	8	64	True
26390	4	6	35	18	26	122	False
7483	1	1	1	1	1	1	False
31297	8	10	24	17	29	72	False
1356	4	4	7	11	13	23	False
51230	10	15	53	24	54	405	False
30741	5	7	17	21	39	64	False
36384	9	15	46	27	67	179	False
30798	3	5	24	19	26	136	False
36929	7	8	20	12	20	26	False
29784	1	1	1	8	8	313	False
21041	7	13	17	30	93	214	True
3877	4	10	21	11	14	52	False
2500	3	3	6	13	15	31	False
6378	9	10	24	21	39	92	False
45163	4	5	5	5	10	26	False
42189	1	1	3	1	1	1	False
35101	9	14	72	23	45	130	False
34109	2	3	7	11	13	23	False
30823	2	2	5	10	12	24	False
29861	1	1	7	1	1	1	False
28146	3	4	8	8	11	39	False
26381	9	29	69	32	156	1067	True
9212	7	12	21	13	26	203	False
30752	4	7	97	17	23	166	False
17199	2	2	2	5	5	9	False
30818	3	3	7	9	11	28	False
3915	5	7	20	17	26	59	True
20915	6	8	10	22	46	275	False
51893	1	1	1	1	1	1	False
7109	8	13	38	23	56	221	False
17038	5	9	25	19	37	293	False
34444	11	23	96	23	50	90	True
22640	11	36	81	35	166	490	True
18013	1	1	2	1	1	2	False
10410	11	33	157	35	148	1313	True
39989	7	10	25	18	35	62	False
41568	7	17	42	21	52	155	False
44232	8	12	19	23	36	74	True
25205	4	5	14	12	19	49	True
44266	4	5	48	2	2	3	False
25246	4	4	9	21	33	71	False
1798	11	40	323	34	168	1925	False
30284	7	13	25	18	31	97	True
26651	1	1	2	1	1	2	False
