cluster_number	contributing_patients_long_interval	num_tcrs_in_clust_long_interval	total_reads_long_interval	contributing_patients_no_nact	num_tcrs_in_clust_no_nact	total_reads_no_nact	is_cancer_assoc
19886	7	13	58	20	32	58	False
2226	1	1	1	5	7	12	False
29669	1	1	1	1	1	1	False
24019	1	1	1	2	2	2	False
41352	9	12	21	29	53	124	False
31442	5	8	10	14	22	143	False
4435	11	40	89	28	95	270	False
29466	1	1	5	1	1	3	False
24230	5	9	16	16	26	272	False
25288	3	4	7	8	12	31	False
25811	1	2	5	1	1	3	False
24326	2	2	154	3	3	7	False
24243	7	12	19	19	27	90	False
24352	1	1	1	1	1	1	False
4609	8	13	28	24	31	84	False
9725	7	7	8	11	13	21	False
26590	8	15	32	23	43	70	False
39088	10	22	222	28	51	81	False
14361	9	15	27	27	52	76	False
14416	1	1	1	1	1	1	False
9715	5	6	9	8	10	22	False
24571	4	4	7	13	18	42	False
45218	2	2	4	4	4	5	False
21084	3	4	6	1	1	1	False
20404	10	18	62	16	33	108	False
45854	4	5	62	5	5	7	False
20431	3	5	12	10	14	40	False
45864	3	3	7	3	4	6	False
45408	2	4	8	11	14	85	False
45821	3	5	17	11	15	28	False
35329	6	10	38	14	19	328	False
35315	4	6	7	15	29	55	False
35423	1	1	2	1	1	1	False
46336	3	10	43	17	36	80	True
45442	3	4	68	4	5	31	False
51681	1	1	1	1	1	1	False
45974	1	1	2	1	1	2	False
46334	5	8	24	14	21	54	False
25651	11	36	80	33	106	240	True
47593	1	1	1	1	1	11	False
29455	11	20	57	25	54	107	True
15618	3	4	8	6	9	20	False
46907	2	5	11	3	3	3	False
41612	1	3	4	8	8	51	False
21296	5	8	12	11	18	51	False
31717	12	53	86	36	172	666	False
15605	6	8	13	16	32	676	False
13129	6	14	22	26	43	126	True
2491	10	16	34	17	30	88	False
2521	4	4	98	6	6	7	False
16693	3	4	5	10	12	186	False
6393	1	1	2	3	3	8	False
26186	4	4	5	5	5	18	False
12458	6	20	30	31	55	144	False
12739	5	6	8	9	11	18	False
26190	5	10	29	8	9	23	False
12482	2	2	3	1	1	1	False
4612	9	40	84	35	133	2183	False
40981	7	12	33	17	29	45	True
41571	5	9	9	18	28	215	False
33615	3	5	16	8	15	37	False
30282	12	51	186	32	90	245	True
33537	1	1	1	1	1	2	False
33333	13	48	106	34	93	220	False
47441	3	3	14	3	3	7	False
1962	7	13	14	21	38	120	False
20168	1	1	1	9	11	15	False
38389	2	2	3	4	4	16	False
33585	11	20	34	19	39	2027	True
43083	2	2	4	2	2	2	False
5646	1	2	5	7	9	30	False
2190	5	5	21	3	6	15	False
2575	1	1	3	4	4	6	False
21055	4	4	6	2	2	2	False
32959	1	1	2	1	1	3	False
31809	5	6	6	13	17	35	False
43896	2	2	3	4	4	8	False
11221	6	11	22	18	27	60	False
42660	11	23	37	23	46	85	True
50466	2	2	3	8	10	12	False
19869	12	42	67	32	96	316	True
41167	8	12	16	13	23	141	False
10667	8	14	30	15	27	64	True
35078	7	11	15	21	43	178	False
20141	4	5	20	13	16	275	False
32807	9	20	59	19	44	392	False
37626	1	1	1	1	1	1	False
5304	8	11	22	18	35	58	False
4643	2	2	3	2	2	2	False
33605	3	4	5	9	16	57	False
45002	4	5	6	8	8	11	False
43860	3	4	12	12	14	14	False
10445	5	7	284	6	8	11	False
27947	10	14	19	19	37	58	False
29441	13	110	433	37	249	895	False
21037	3	5	7	7	7	8	True
48788	6	10	200	15	27	53	True
20133	5	8	10	29	56	133	False
13822	8	11	16	18	34	830	False
38167	4	6	9	4	6	6	False
17234	8	15	29	21	39	75	False
42684	10	15	59	27	55	233	False
4209	2	2	8	1	1	6	False
32792	12	23	52	32	97	556	False
27919	9	14	53	19	34	100	True
5622	8	15	20	21	33	39	False
36087	2	5	5	11	12	19	False
47654	4	4	4	12	13	21	False
40860	1	1	3	3	4	8	False
47758	1	1	1	1	1	1	False
36394	7	8	15	10	18	558	False
21929	8	16	26	17	40	65	False
21270	2	3	7	8	9	15	False
35059	11	39	77	25	64	152	False
40613	6	7	14	18	24	45	False
35062	3	3	8	14	20	55	False
52054	6	8	17	8	14	33	True
48779	9	18	49	21	40	100	False
33047	5	5	58	8	11	24	False
21038	9	16	23	18	26	46	False
10640	6	9	16	11	17	27	False
44981	10	15	41	15	22	100	True
44646	2	2	10	4	4	24	False
2338	6	15	29	18	33	80	True
6204	2	2	111	7	8	13	True
28611	5	7	14	16	28	59	False
5106	1	1	1	3	3	38	False
28569	10	33	55	33	86	316	False
35916	5	6	331	8	9	19	False
47911	1	1	5	4	5	6	False
5076	2	2	5	3	3	8	False
29039	1	1	1	1	1	1	False
47947	6	7	22	15	18	128	False
962	1	1	2	3	3	3	False
921	5	6	70	9	13	28	False
28879	1	2	3	5	5	12	False
7530	9	23	87	27	59	129	True
7627	2	3	3	4	4	9	False
47923	4	6	13	11	14	72	False
47916	8	10	38	20	31	100	True
6035	4	4	7	9	9	14	False
23397	1	1	7	1	1	3	False
28808	5	7	14	25	60	165	False
28758	1	1	1	1	1	2	False
32637	7	10	28	12	15	303	False
12934	6	13	3917	24	39	180	False
10978	1	1	2	8	8	52	False
43104	1	1	1	1	1	1	False
40980	9	14	31	22	53	149	False
9377	9	14	176	18	27	64	False
31289	3	4	9	10	11	19	False
35079	3	3	16	12	14	23	False
44978	9	21	32	29	49	125	True
12964	3	3	5	7	7	36	False
9893	4	8	17	23	35	95	False
11953	8	21	40	26	57	239	False
6801	3	8	9	15	27	45	False
9866	3	5	9	15	20	31	False
46707	1	1	2	1	1	1	False
52247	4	4	10	8	8	162	False
52265	4	5	13	6	7	61	False
49567	1	1	1	3	3	4	False
15143	10	29	41	30	81	266	False
11947	11	23	49	27	64	224	False
41314	1	1	1	1	1	1	False
42021	3	3	81	4	5	9	False
366	3	4	6	7	8	12	False
40431	3	3	6	13	16	90	True
32639	2	2	9	6	8	14	False
11958	7	11	19	22	38	115	False
18569	7	12	38	10	15	31	False
21585	3	4	5	13	18	89	False
27680	8	16	21	22	34	77	True
5048	1	1	1	11	15	28	False
8221	5	6	14	8	10	49	False
11591	1	1	7	1	1	11	False
18945	7	11	15	18	25	47	False
8604	1	1	2	1	1	2	False
13999	4	8	11	17	25	73	False
17458	4	7	12	18	24	48	False
21782	1	1	4	1	1	1	False
14924	3	3	9	4	5	6	False
2550	2	4	8	8	8	13	False
14917	7	12	35	22	36	322	True
18950	2	4	12	12	19	36	False
18971	7	10	25	22	39	70	False
7810	10	18	35	24	54	168	False
1569	7	12	31	15	28	179	False
40202	6	7	9	16	28	58	False
27301	6	8	13	13	20	75	False
50066	6	11	37	20	28	113	False
43545	7	16	49	29	55	175	False
7803	4	6	15	14	17	113	False
27467	4	8	13	19	28	213	False
7840	2	2	4	11	12	63	False
42491	6	7	13	16	24	59	False
8758	2	3	3	4	7	15	False
8860	1	1	1	2	2	3	False
43611	1	1	2	3	3	5	False
8724	1	1	1	5	5	7	False
7830	6	11	43	12	17	194	False
43551	6	8	11	12	21	114	False
22012	1	1	2	1	1	7	False
8696	10	19	33	24	41	157	False
42536	5	6	17	17	19	41	False
1615	5	5	13	10	11	42	False
24594	3	3	6	5	5	15	False
18905	1	1	2	1	1	2	False
3359	4	7	9	17	24	105	False
39549	1	1	4	1	1	1	False
7987	1	1	1	2	2	21	False
19203	2	2	2	7	10	30	True
7983	3	4	6	2	2	115	False
3683	5	6	20	10	13	32	False
37908	4	9	41	25	42	202	False
50873	8	13	26	25	46	728	False
35692	1	1	1	9	14	40	False
35682	5	7	17	11	12	65	False
37912	7	13	16	21	35	67	False
50683	5	6	112	15	21	113	False
35658	9	22	55	23	50	180	True
22351	4	6	9	11	12	33	False
17616	4	5	7	15	20	43	False
19335	6	14	36	18	30	107	False
39676	2	2	3	12	17	42	False
17608	3	3	4	13	16	30	False
35761	2	3	5	5	5	9	False
37955	2	2	4	5	5	11	False
3703	1	2	4	7	7	39	False
19524	2	2	4	1	1	1	False
3670	8	14	34	18	44	141	False
23808	7	11	37	19	34	178	False
23785	8	12	34	24	44	84	True
17650	2	3	8	4	4	7	False
18796	2	3	5	4	5	9	False
50887	4	5	7	10	14	27	False
26911	3	3	27	17	21	32	False
35740	3	4	5	5	5	12	False
18412	1	1	3	1	1	2	False
23893	1	1	4	1	1	1	False
18037	5	8	16	15	22	40	False
40993	10	23	53	29	85	196	True
28380	3	3	3	11	14	20	False
1959	2	2	3	8	9	37	False
1323	4	5	8	4	4	7	False
36194	7	16	58	25	49	555	False
28371	6	8	59	16	20	34	False
22789	3	4	26	13	15	24	False
3917	4	5	5	6	8	39	False
6620	9	20	31	29	88	163	False
30990	10	26	144	29	85	350	False
18123	1	1	1	1	1	4	False
6612	6	6	9	13	19	35	False
22773	6	8	12	17	24	56	False
9217	5	9	25	20	31	82	False
21936	9	19	29	26	44	857	False
1300	11	37	112	28	123	405	False
47691	4	8	18	12	15	31	False
30796	6	7	7	14	20	109	False
31436	10	16	41	28	61	157	True
22005	1	1	1	1	1	2	False
3895	10	18	69	24	50	110	True
22042	1	2	2	2	2	3	False
22765	9	10	14	14	19	88	False
36688	9	18	158	28	52	284	False
28502	1	1	4	1	1	1	False
44053	4	5	103	13	14	29	False
31719	7	8	22	18	34	151	False
50429	10	17	34	26	46	85	False
28397	2	2	5	3	3	6	False
7098	9	13	19	18	22	49	False
1298	4	4	9	12	18	65	False
7091	5	7	56	21	32	129	False
22916	3	4	5	9	11	27	False
46045	5	8	19	15	21	41	False
50200	2	3	6	8	8	12	False
9221	6	7	32	18	26	106	False
17091	2	2	2	3	3	4	False
7130	4	5	10	6	6	10	False
51373	1	1	1	1	1	2	False
16257	7	17	92	18	33	67	False
19927	1	1	1	3	3	6	False
29348	1	1	2	1	1	1	False
11080	3	3	4	2	3	5	False
22664	2	2	2	5	6	9	False
32128	8	15	36	17	25	79	False
44287	2	2	24	8	10	12	False
1811	11	25	82	26	64	162	True
44444	1	1	1	3	3	4	False
44218	5	6	26	19	29	58	False
25292	2	2	2	6	6	14	False
25809	1	2	3	3	3	3	False
24269	5	6	11	11	13	23	False
25193	10	24	75	28	73	131	False
34195	1	1	1	2	2	4	False
24233	5	11	59	16	20	69	False
24268	4	10	11	17	32	63	False
24238	3	6	21	3	5	29	False
1824	5	8	11	23	40	131	False
14357	6	8	13	17	24	62	False
26622	2	2	5	10	11	27	False
14352	10	16	22	25	52	80	False
26608	8	14	24	13	21	40	False
26592	9	15	18	27	51	98	False
26609	11	21	34	32	84	318	False
39083	6	6	23	10	11	18	False
27052	4	4	70	6	6	10	True
41417	1	1	1	3	3	4	False
45385	3	4	40	12	15	36	False
45390	1	1	2	2	2	4	False
35336	3	7	17	8	12	59	False
4286	1	1	2	1	1	2	False
20379	6	9	16	16	26	190	False
45430	4	6	24	8	9	22	False
51435	8	10	41	19	29	174	False
20376	4	6	8	16	25	127	False
45416	5	10	18	18	27	91	False
46312	1	2	4	4	4	27	False
5051	4	7	9	3	3	3	False
11558	3	3	5	4	4	6	False
15598	8	14	68	17	39	115	False
34116	11	25	43	25	61	115	False
44956	10	24	43	28	53	127	False
29601	7	10	39	19	34	147	False
25459	6	14	71	16	23	43	False
10954	13	56	124	29	111	2083	True
15306	7	7	14	17	22	80	False
15303	11	18	66	24	38	2184	False
43288	4	4	5	13	16	52	False
46921	9	27	68	26	37	100	False
5170	9	15	34	17	25	121	False
5177	4	7	9	7	9	15	False
10085	3	5	5	4	4	15	False
12297	1	1	2	4	5	8	False
25452	3	4	51	11	14	29	False
125	3	3	4	6	7	18	False
12461	13	53	150	32	136	361	True
11700	5	5	16	4	4	4	True
15184	3	4	5	4	4	32	False
23593	13	42	61	31	108	392	True
31433	9	15	21	25	49	155	True
38355	5	5	6	16	19	25	False
29774	10	25	36	29	78	315	False
31798	5	5	10	6	7	9	False
11279	6	7	34	11	17	51	False
23983	4	5	6	13	18	28	False
35107	5	6	9	10	16	66	False
40593	2	2	2	4	5	5	False
16090	6	12	18	21	48	141	True
30526	7	20	27	21	40	62	True
16073	9	33	75	26	69	137	True
48810	1	1	2	9	9	13	False
27953	4	6	7	6	7	22	False
11285	4	7	24	7	7	8	False
27927	3	5	9	11	17	25	False
50459	7	8	11	16	27	54	True
34928	1	2	2	3	3	55	False
20157	8	19	107	20	38	68	True
2210	6	10	21	12	16	22	False
49164	7	10	17	9	13	21	False
31755	4	4	13	9	10	18	False
15742	5	6	7	10	14	27	False
42914	1	1	5	1	1	73	False
30561	3	3	5	3	3	3	False
45158	3	3	6	7	7	21	False
45127	5	7	8	23	44	209	False
15603	7	8	14	16	21	26	True
5450	10	24	105	23	47	132	False
21042	3	4	5	6	8	21	False
5453	7	9	14	16	29	109	False
2490	4	7	8	10	13	26	False
48787	4	5	11	12	16	29	False
8373	3	3	3	6	6	38	False
2537	1	1	1	2	2	2	False
4053	7	10	43	11	17	27	False
14506	3	3	3	15	27	55	True
21927	3	4	10	6	6	8	False
45626	5	5	7	13	16	22	False
52032	5	7	16	5	5	7	False
4058	3	3	4	9	14	18	False
11214	10	25	45	22	43	97	True
51940	1	1	2	4	4	6	False
19883	7	14	15	15	26	116	False
20127	12	58	163	35	149	1876	False
40597	8	28	60	28	93	323	False
33211	1	1	2	1	1	1	False
45251	1	1	1	1	1	1	False
35236	1	1	2	1	1	3	False
48797	1	1	1	4	4	5	False
22675	2	2	4	3	3	4	False
5054	2	3	5	4	4	29	False
6197	6	8	11	15	19	43	False
42072	1	1	2	1	1	1	False
6202	4	4	10	12	15	107	False
12939	4	7	11	9	14	37	False
47962	5	5	98	6	7	11	False
37298	1	2	5	2	2	3	False
12936	12	46	197	36	168	789	False
6017	2	2	7	5	6	9	False
6018	8	12	20	13	23	54	False
35914	9	21	88	22	42	107	False
47891	10	29	124	28	81	200	False
7549	6	11	21	12	18	142	True
47960	5	7	56	13	13	21	False
2342	4	9	15	21	36	195	False
2339	6	12	24	12	19	52	False
28607	4	4	13	5	9	44	True
28590	11	19	39	18	41	145	True
28880	2	2	4	6	12	28	False
28810	5	5	40	17	21	82	False
6009	10	27	64	26	67	240	True
2325	8	10	32	19	34	112	True
47977	1	1	2	4	4	261	False
28868	1	2	4	2	2	4	False
25689	1	1	3	1	1	13	False
33325	10	29	59	33	93	789	False
11761	1	1	2	2	2	3	False
29571	1	1	3	1	1	4	False
15186	2	2	5	2	2	2	False
31521	1	1	1	1	1	1	False
42937	6	10	21	18	27	92	False
15298	11	36	137	32	89	252	False
6763	10	25	53	28	64	215	False
37406	2	3	3	13	13	22	False
11497	7	9	25	20	32	641	False
46639	1	1	5	1	1	1	False
11482	6	11	16	22	41	87	False
44652	5	11	22	9	13	24	False
23621	3	3	7	13	19	531	False
4859	7	12	26	26	37	59	False
18617	2	2	4	1	1	6	False
49471	1	1	3	1	1	13	False
4854	7	13	17	19	37	107	False
49416	9	14	39	28	56	98	False
41558	10	26	105	32	83	1278	True
21570	6	8	22	10	13	42	False
371	6	6	10	5	5	16	False
6781	10	23	41	24	49	83	True
34597	9	21	341	25	69	128	False
388	2	3	3	9	12	33	False
11957	8	15	37	16	26	39	False
370	11	29	59	29	72	178	False
18588	3	3	5	12	18	28	False
37220	5	5	7	7	12	24	False
9579	2	4	7	10	11	12	False
17478	4	8	34	10	13	23	False
21757	2	2	7	1	1	1	False
18980	6	10	36	8	9	85	False
24464	6	10	86	14	24	61	False
14908	3	3	3	18	22	31	False
14926	2	2	5	13	20	37	False
13973	12	20	44	23	52	130	True
14052	2	2	5	5	6	15	False
14907	13	38	69	32	86	309	False
47129	5	5	10	15	24	89	False
17517	1	1	1	1	1	1	False
18942	6	11	18	8	8	11	False
14013	10	21	47	21	47	150	False
14022	3	6	8	12	14	24	False
34098	5	11	39	13	20	69	False
2383	2	2	4	1	1	3	False
18935	10	31	1279	29	59	312	False
17475	3	4	4	7	9	13	False
32420	1	1	1	2	2	18	False
43559	5	6	12	13	20	48	False
27505	3	3	4	2	3	5	False
27664	5	6	8	16	27	4590	True
7812	7	11	13	24	47	126	False
33846	3	3	6	12	15	51	False
1624	2	2	4	17	25	48	False
32483	2	3	4	4	4	5	False
29083	5	7	12	16	21	38	False
32448	9	25	74	32	83	236	False
27294	8	12	57	25	47	225	False
8762	4	7	12	19	25	78	False
42523	9	22	165	25	55	204	True
27517	1	1	4	10	12	32	False
27496	3	3	8	8	10	14	True
40180	5	6	14	16	23	106	False
43654	1	1	1	1	1	1	False
43609	3	4	8	1	1	1	False
43568	3	3	7	14	17	49	False
40186	8	13	65	23	29	113	False
8715	9	10	25	16	22	120	False
42508	11	38	75	35	111	237	True
50026	12	30	82	28	88	339	True
50048	4	6	13	4	4	5	False
27291	3	4	6	14	22	576	False
9213	10	20	37	27	77	170	True
7954	4	5	5	6	7	14	False
39480	7	15	43	26	75	248	True
3351	5	11	58	21	32	77	False
43142	5	6	43	16	25	79	False
43242	1	1	2	1	1	1	False
18369	1	1	2	1	1	1	False
31166	3	4	9	9	10	34	False
18761	10	15	32	24	44	83	False
51726	9	23	55	29	67	605	True
51730	6	14	50	23	49	111	False
3687	2	2	11	7	7	36	False
31183	4	6	22	12	20	38	False
22337	6	8	77	14	20	78	False
37948	1	1	2	5	6	47	False
37844	1	1	4	1	1	1	False
23788	10	22	38	27	53	118	False
23803	4	5	12	12	14	65	False
50670	6	13	24	21	43	184	False
26731	9	14	22	23	32	567	False
50881	4	4	21	14	20	75	False
3695	3	3	6	6	6	15	False
46458	8	12	29	19	24	35	False
50644	4	11	23	16	28	87	True
39654	2	2	2	7	9	18	False
3674	8	10	146	15	25	449	False
37905	5	9	43	18	22	52	False
7938	6	14	33	19	34	96	False
49842	3	4	8	6	7	10	False
20810	1	1	2	1	1	4	False
18312	1	1	4	2	2	5	False
38102	1	1	2	2	2	5	False
49826	7	17	55	13	20	35	False
16500	1	1	3	1	1	1	False
16096	2	4	10	7	9	33	False
1960	9	24	43	30	102	383	False
5039	11	21	71	30	59	719	True
31715	10	25	68	26	79	136	False
115	10	18	34	25	41	67	False
34112	8	16	74	21	30	180	False
1958	5	10	33	22	41	116	False
31727	2	2	8	8	8	15	False
31022	1	1	1	4	5	7	False
10983	3	5	7	9	11	45	False
36416	2	2	2	10	10	19	False
28332	5	7	24	17	25	52	False
26386	9	22	74	28	73	219	True
22795	3	3	4	13	13	32	False
49212	2	2	5	5	5	6	False
20884	11	28	139	34	125	466	True
50430	10	18	57	26	63	181	False
37026	2	2	2	1	1	1	False
4019	1	1	2	1	1	2	False
17075	6	8	45	13	17	49	True
28345	9	19	27	23	57	848	True
30760	10	19	32	23	54	161	False
22808	1	1	1	1	1	1	False
6614	10	14	33	23	42	113	False
1299	5	5	14	14	20	34	True
49269	1	1	1	1	1	1	False
7104	6	6	9	20	32	112	False
30853	1	1	1	2	2	6	False
29867	2	3	4	5	5	13	False
30569	1	1	7	1	1	1	False
51223	2	3	7	13	19	95	False
3868	9	26	122	30	90	777	False
20215	1	1	1	1	1	1	False
13811	9	14	22	23	46	159	False
15312	9	15	22	16	23	73	True
44186	4	6	20	12	15	337	False
24213	7	12	21	14	19	108	False
1828	10	23	110	33	73	217	False
25235	7	15	58	17	27	68	False
44191	4	4	23	5	8	15	False
25224	12	28	49	31	85	245	False
24236	10	21	36	20	44	95	False
25214	9	28	57	32	78	257	False
44164	7	24	44	30	50	656	False
24217	6	9	35	15	25	110	False
25309	2	2	2	2	2	3	False
1832	4	5	18	11	15	38	False
1843	4	6	21	6	7	51	False
44207	5	7	19	11	14	45	False
2970	1	1	1	1	1	17	False
26607	2	2	2	12	15	22	False
26589	10	18	25	21	36	62	False
39109	2	2	3	6	8	12	False
39067	8	17	39	22	51	166	True
39068	5	8	42	16	29	246	False
37615	6	8	9	9	11	14	True
8232	9	13	26	17	22	532	False
20143	8	22	899	24	47	295	False
51479	2	3	3	7	10	132	False
20377	1	2	6	5	6	25	False
51531	1	1	1	1	1	3	False
46315	5	6	16	15	20	52	True
45818	8	22	51	27	71	411	False
35417	1	1	1	3	4	7	False
45417	3	4	6	13	19	400	False
45867	1	3	4	5	5	20	False
31962	1	1	1	1	1	3	False
1984	7	10	32	16	32	73	False
16445	2	2	3	8	9	32	True
24574	4	8	8	20	38	100	False
28465	1	1	1	1	1	3	False
48720	1	1	2	1	1	1	False
16664	4	5	35	8	10	47	False
6365	9	22	35	21	44	175	False
8217	11	28	128	23	46	141	True
38887	1	1	4	1	1	1	False
13121	11	24	40	25	65	175	False
15607	6	11	46	26	46	166	False
16889	1	1	2	1	1	1	False
5306	10	21	52	18	29	62	False
12737	4	5	19	9	10	69	False
24560	13	54	126	30	107	728	True
51851	12	39	65	29	87	273	True
15339	3	3	11	3	3	39	False
13578	11	23	98	24	52	134	True
46937	3	4	10	7	8	17	False
6366	8	17	43	27	48	207	False
26161	10	21	129	21	42	57	True
2499	8	14	38	16	31	48	True
12778	2	2	2	2	2	8	False
38152	3	4	13	5	5	7	False
12477	4	6	11	11	13	77	False
5483	4	10	22	14	21	69	False
32836	3	3	6	9	13	35	True
45133	4	6	10	10	10	20	False
29268	4	5	7	12	14	2450	False
33599	4	6	23	12	21	51	False
35088	4	4	21	3	5	17	False
15313	8	26	66	30	79	250	False
13291	7	9	10	10	11	14	False
32814	7	10	21	11	17	45	False
42662	9	16	54	19	35	82	False
31046	1	1	7	2	2	2	False
40622	2	3	3	3	3	11	False
48604	2	2	2	7	7	8	False
10437	3	3	5	3	3	9	False
42708	9	10	34	6	8	20	True
45680	1	1	1	1	1	1	False
4238	1	1	1	1	1	27	False
3049	2	2	4	1	1	1	False
38327	5	10	20	10	18	41	False
28003	1	1	1	2	3	5	False
5473	4	4	5	6	8	11	False
14533	1	1	1	1	1	2	False
29600	10	30	54	21	43	74	True
43865	5	8	9	12	19	25	False
48776	6	7	21	8	11	13	False
9207	12	41	106	25	70	151	True
22022	1	1	1	1	1	1	False
33613	6	8	14	12	15	28	False
34265	9	19	31	21	48	143	True
40004	6	8	10	14	23	47	False
31468	4	4	8	4	4	5	False
20139	10	32	74	30	83	183	False
19893	2	2	7	2	3	4	False
24557	6	16	35	20	39	70	True
23975	5	6	7	15	20	37	False
5632	4	7	28	6	9	11	False
16104	7	12	19	13	24	185	False
32854	1	1	5	2	2	2	False
45155	3	4	5	11	14	25	False
36925	2	3	3	10	10	19	False
29807	1	1	1	3	3	4	False
5235	1	1	1	2	2	2	False
43847	13	71	99	31	127	230	False
42694	2	3	4	4	5	15	False
5511	5	6	9	2	2	5	False
41583	1	1	3	2	2	4	False
16856	1	5	6	3	3	4	False
13509	1	1	2	2	2	5	False
29903	2	2	3	3	3	3	False
21263	1	1	2	5	5	8	False
36389	9	21	51	17	27	57	False
6949	2	2	2	5	5	6	False
40686	1	1	2	1	2	5	False
44945	11	34	45	32	156	366	True
13459	6	7	8	12	14	21	False
49182	8	9	11	10	14	19	False
48781	12	39	129	26	74	248	False
30541	6	7	37	6	6	8	False
37668	1	1	1	1	1	1	False
16080	12	24	55	25	65	161	False
5047	3	3	5	4	7	12	False
47989	1	1	2	1	1	6	False
37243	2	2	5	4	5	7	False
28643	2	4	6	8	8	9	False
19647	2	3	6	4	5	7	False
7540	9	21	99	29	90	260	True
28589	3	3	15	9	10	38	False
6028	4	8	22	16	22	44	True
28887	1	2	8	4	4	14	False
28660	6	6	8	7	9	11	False
7613	3	3	9	14	17	27	False
956	6	8	10	17	33	93	False
5812	4	7	13	15	26	42	False
28801	7	8	15	14	24	80	False
23106	9	18	39	16	30	69	False
5826	5	6	9	4	4	4	False
957	3	6	15	5	5	6	False
28626	3	4	11	13	17	250	True
19685	2	2	2	10	13	56	False
6044	7	10	12	15	25	157	False
37543	1	1	2	1	1	2	False
8214	9	12	13	21	31	72	False
33386	5	7	14	8	9	18	False
32109	10	25	52	31	89	391	False
31334	2	2	5	3	3	4	False
16493	1	1	2	3	3	4	False
33362	4	4	4	4	4	8	False
30982	8	21	95	32	70	168	False
32111	9	19	53	26	61	291	False
34604	10	18	55	28	52	142	False
41130	1	1	2	3	3	4	False
6777	5	6	9	9	12	35	False
24578	7	15	20	20	39	139	False
40435	1	3	4	9	11	16	False
11484	10	19	35	22	35	119	False
37276	2	2	3	2	2	2	False
27147	1	1	1	3	4	8	False
32627	2	3	22	9	12	15	False
23600	3	4	7	7	9	11	False
6367	5	8	35	17	30	98	False
52261	4	5	7	14	19	46	False
49805	1	1	1	1	1	3	False
377	5	5	8	9	9	37	False
52253	4	5	5	9	11	22	False
15816	2	3	7	1	1	5	False
16469	3	3	9	3	3	10	False
40421	4	5	11	19	33	307	False
4870	1	1	1	1	1	1	False
4857	5	5	8	3	3	5	True
15125	7	10	17	17	29	49	True
9884	5	6	13	8	10	17	False
11975	6	8	11	10	10	22	False
30467	1	1	3	1	1	1	False
11511	5	7	16	13	25	58	False
43056	1	1	3	3	3	4	False
12965	7	7	16	15	19	37	False
33564	1	1	5	1	1	1	False
5036	3	4	8	10	16	108	False
12992	3	5	8	5	5	30	False
12994	4	4	11	7	7	12	False
8544	3	3	6	9	11	22	False
46755	7	17	53	27	51	155	True
14930	7	10	32	18	24	55	False
24473	9	12	162	23	37	79	False
372	5	7	12	10	13	35	False
47132	8	21	37	30	79	253	True
21693	9	13	20	25	52	227	False
21734	2	2	8	4	5	6	False
40451	5	12	99	17	32	90	False
15589	3	5	12	11	16	35	False
44562	1	1	1	1	1	1	False
27908	1	1	2	1	1	1	False
47196	1	1	1	1	1	1	False
13993	4	7	8	14	20	47	False
14008	3	3	4	9	11	17	False
14953	2	4	4	3	3	5	False
22163	2	2	4	9	12	131	False
14045	1	1	1	9	13	18	False
32560	1	1	1	1	1	1	False
1597	4	4	5	9	11	38	False
1577	7	18	107	24	45	182	True
1565	9	10	18	18	29	79	False
8728	5	5	7	9	9	17	False
8691	8	10	86	21	43	115	False
27486	9	18	57	30	71	233	False
42542	5	7	19	8	10	20	False
27466	9	17	102	26	62	186	True
40172	9	20	41	32	65	301	False
8742	6	8	14	15	20	65	False
8815	2	2	4	1	1	2	False
40176	12	38	170	31	79	576	False
43563	5	8	14	21	52	140	True
42503	1	2	4	4	5	11	False
43561	11	18	29	32	65	170	False
8712	8	18	31	26	34	54	False
50035	8	8	18	18	33	82	False
15610	6	10	16	19	34	167	False
27465	8	11	29	16	28	58	False
32290	8	23	129	28	70	394	False
37820	2	2	2	6	6	268	False
43177	3	3	4	4	4	12	False
18250	7	9	11	19	36	102	False
18826	3	4	13	4	4	11	False
35647	5	10	33	9	12	31	False
3358	5	5	11	10	15	74	False
37919	5	7	23	15	17	89	False
37980	3	4	7	3	3	7	False
26918	4	6	14	14	23	188	False
49833	1	1	1	3	4	4	False
35742	2	2	5	10	12	56	False
3422	1	1	1	2	2	2	False
51030	9	15	41	16	25	66	True
22323	8	20	31	17	39	81	False
19207	5	8	10	17	25	73	False
39678	2	2	2	9	9	35	False
17613	6	10	85	16	23	59	False
39649	9	19	67	30	63	148	False
3660	3	8	11	11	16	85	False
19362	1	1	1	3	3	5	False
14720	2	2	3	3	4	46	False
19364	4	5	10	7	8	26	False
26729	6	12	23	27	46	136	False
